subjectID;age;sex;parentality;babyID_ref;babyID_stim;stim;rank;delay_training_testing_h;nationality;real_baby_status;rated_baby_status;rated_baby_status_binom
Pdad23;30;male;parent;CAA;ZEP;ZEP_D3;31;3.92;Italy;unknown;unknown;0
Pdad23;30;male;parent;CAA;CHE;CHE_D3;32;3.92;Italy;unknown;unknown;0
Pdad23;30;male;parent;CAA;CAA;CAA_D3;33;3.92;Italy;familiar;unknown;0
Pdad23;30;male;parent;CAA;GAP;GAP_D4;34;3.92;Italy;unknown;familiar;1
Pdad23;30;male;parent;CAA;CHE;CHE_D1;35;3.92;Italy;unknown;familiar;1
Pdad23;30;male;parent;CAA;GAP;GAP_D2;36;3.92;Italy;unknown;familiar;1
Pdad23;30;male;parent;CAA;CAA;CAA_D4;37;3.92;Italy;familiar;familiar;1
Pdad23;30;male;parent;CAA;RAP;RAP_D3;38;3.92;Italy;unknown;unknown;0
Pdad23;30;male;parent;CAA;CAA;CAA_D2;39;3.92;Italy;familiar;unknown;0
Pdad23;30;male;parent;CAA;ZEP;ZEP_D4;40;3.92;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;BEL;BEL_D1;1;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;AUP;AUP_D3;2;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;BEL;BEL_D2;3;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D4;4;4.83;Italy;familiar;unknown;0
Pdad24;31;male;parent;AMJ;AUP;AUP_D4;5;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;AUP;AUP_D1;6;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;BEL;BEL_D3;7;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;ROM;ROM_D4;8;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;ROM;ROM_D1;9;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D3;10;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AUP;AUP_D2;11;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;ROM;ROM_D3;12;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D2;13;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D1;14;4.83;Italy;familiar;unknown;0
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D4;15;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D1;16;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;BEL;BEL_D4;17;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;ROM;ROM_D2;18;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D3;19;4.83;Italy;familiar;unknown;0
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D2;20;4.83;Italy;familiar;unknown;0
Pdad24;31;male;parent;AMJ;AUP;AUP_D2;21;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D3;22;4.83;Italy;familiar;unknown;0
Pdad24;31;male;parent;AMJ;ROM;ROM_D4;23;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;ROM;ROM_D1;24;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;BEL;BEL_D4;25;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D2;26;4.83;Italy;familiar;unknown;0
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D3;27;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AUP;AUP_D4;28;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;BEL;BEL_D3;29;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;BEL;BEL_D2;30;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D4;31;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;BEL;BEL_D1;32;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;AUP;AUP_D3;33;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;ROM;ROM_D2;34;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;ROM;ROM_D3;35;4.83;Italy;unknown;familiar;1
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D2;36;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AUP;AUP_D1;37;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D4;38;4.83;Italy;familiar;unknown;0
Pdad24;31;male;parent;AMJ;MAJ;MAJ_D1;39;4.83;Italy;unknown;unknown;0
Pdad24;31;male;parent;AMJ;AMJ;AMJ_D1;40;4.83;Italy;familiar;familiar;1
Pdad25;34;male;parent;JOL;FAE;FAE_D4;1;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;GRG;GRG_D3;2;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;GRG;GRG_D2;3;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;JOL;JOL_D2;4;10.25;United Kingdom;familiar;familiar;1
Pdad25;34;male;parent;JOL;DUH;DUH_D4;5;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;JOL;JOL_D3;6;10.25;United Kingdom;familiar;familiar;1
Pdad25;34;male;parent;JOL;DUH;DUH_D3;7;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;MAJ;MAJ_D2;8;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;DUH;DUH_D1;9;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;FAE;FAE_D2;10;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;JOL;JOL_D1;11;10.25;United Kingdom;familiar;unknown;0
Pdad25;34;male;parent;JOL;MAJ;MAJ_D3;12;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;GRG;GRG_D1;13;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;MAJ;MAJ_D1;14;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;DUH;DUH_D2;15;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;GRG;GRG_D4;16;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;FAE;FAE_D3;17;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;MAJ;MAJ_D4;18;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;FAE;FAE_D1;19;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;JOL;JOL_D4;20;10.25;United Kingdom;familiar;familiar;1
Pdad25;34;male;parent;JOL;GRG;GRG_D3;21;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;DUH;DUH_D2;22;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;JOL;JOL_D4;23;10.25;United Kingdom;familiar;unknown;0
Pdad25;34;male;parent;JOL;MAJ;MAJ_D1;24;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;GRG;GRG_D4;25;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;DUH;DUH_D3;26;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;DUH;DUH_D1;27;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;FAE;FAE_D1;28;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;MAJ;MAJ_D2;29;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;GRG;GRG_D1;30;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;JOL;JOL_D1;31;10.25;United Kingdom;familiar;unknown;0
Pdad25;34;male;parent;JOL;DUH;DUH_D4;32;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;MAJ;MAJ_D4;33;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;JOL;JOL_D3;34;10.25;United Kingdom;familiar;familiar;1
Pdad25;34;male;parent;JOL;FAE;FAE_D3;35;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;FAE;FAE_D2;36;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;MAJ;MAJ_D3;37;10.25;United Kingdom;unknown;unknown;0
Pdad25;34;male;parent;JOL;FAE;FAE_D4;38;10.25;United Kingdom;unknown;familiar;1
Pdad25;34;male;parent;JOL;JOL;JOL_D2;39;10.25;United Kingdom;familiar;familiar;1
Pdad25;34;male;parent;JOL;GRG;GRG_D2;40;10.25;United Kingdom;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;JOL;JOL_D3;1;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;BEV;BEV_D1;2;3.42;Poland;familiar;unknown;0
Pfem01;31;female;nonparent;BEV;JOM;JOM_D1;3;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;ASE;ASE_D2;4;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;BEV;BEV_D3;5;3.42;Poland;familiar;unknown;0
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D2;6;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;JOL;JOL_D4;7;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;JOM;JOM_D2;8;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D4;9;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D3;10;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;BEV;BEV_D2;11;3.42;Poland;familiar;unknown;0
Pfem01;31;female;nonparent;BEV;ASE;ASE_D3;12;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D1;13;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;JOM;JOM_D3;14;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;JOM;JOM_D4;15;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;ASE;ASE_D4;16;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;ASE;ASE_D1;17;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;JOL;JOL_D1;18;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;BEV;BEV_D4;19;3.42;Poland;familiar;familiar;1
Pfem01;31;female;nonparent;BEV;JOL;JOL_D2;20;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;BEV;BEV_D3;21;3.42;Poland;familiar;unknown;0
Pfem01;31;female;nonparent;BEV;JOL;JOL_D1;22;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D3;23;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;BEV;BEV_D2;24;3.42;Poland;familiar;familiar;1
Pfem01;31;female;nonparent;BEV;ASE;ASE_D2;25;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;ASE;ASE_D1;26;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D4;27;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D1;28;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;JOL;JOL_D3;29;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;JOM;JOM_D2;30;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;JOL;JOL_D4;31;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;ASE;ASE_D3;32;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;ASE;ASE_D4;33;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;BEV;BEV_D1;34;3.42;Poland;familiar;unknown;0
Pfem01;31;female;nonparent;BEV;JOM;JOM_D3;35;3.42;Poland;unknown;unknown;0
Pfem01;31;female;nonparent;BEV;BEV;BEV_D4;36;3.42;Poland;familiar;unknown;0
Pfem01;31;female;nonparent;BEV;AMJ;AMJ_D2;37;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;JOL;JOL_D2;38;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;JOM;JOM_D4;39;3.42;Poland;unknown;familiar;1
Pfem01;31;female;nonparent;BEV;JOM;JOM_D1;40;3.42;Poland;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D1;1;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D3;2;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D2;3;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D4;4;18.45;United Kingdom;familiar;unknown;0
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D4;5;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D1;6;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D3;7;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D4;8;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D1;9;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D3;10;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D2;11;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D3;12;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D2;13;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D1;14;18.45;United Kingdom;familiar;unknown;0
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D4;15;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D1;16;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D4;17;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D2;18;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D3;19;18.45;United Kingdom;familiar;unknown;0
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D2;20;18.45;United Kingdom;familiar;unknown;0
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D2;21;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D3;22;18.45;United Kingdom;familiar;familiar;1
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D4;23;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D1;24;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D4;25;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D2;26;18.45;United Kingdom;familiar;familiar;1
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D3;27;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D4;28;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D3;29;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D2;30;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D4;31;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;BEL;BEL_D1;32;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D3;33;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D2;34;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;ROM;ROM_D3;35;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D2;36;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AUP;AUP_D1;37;18.45;United Kingdom;unknown;familiar;1
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D4;38;18.45;United Kingdom;familiar;familiar;1
Pfem02;22;female;nonparent;AMJ;MAJ;MAJ_D1;39;18.45;United Kingdom;unknown;unknown;0
Pfem02;22;female;nonparent;AMJ;AMJ;AMJ_D1;40;18.45;United Kingdom;familiar;familiar;1
Pfem03;27;female;nonparent;MIS;MIS;MIS_D1;1;6.02;Portugal;familiar;unknown;0
Pfem03;27;female;nonparent;MIS;JOM;JOM_D1;2;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;JOM;JOM_D2;3;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D1;4;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;RAR;RAR_D1;5;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;JOM;JOM_D3;6;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;RAR;RAR_D3;7;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;MIS;MIS_D2;8;6.02;Portugal;familiar;familiar;1
Pfem03;27;female;nonparent;MIS;MIS;MIS_D4;9;6.02;Portugal;familiar;unknown;0
Pfem03;27;female;nonparent;MIS;CAA;CAA_D2;10;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;JOM;JOM_D4;11;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;RAR;RAR_D2;12;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;CAA;CAA_D4;13;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D2;14;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;RAR;RAR_D4;15;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;MIS;MIS_D3;16;6.02;Portugal;familiar;familiar;1
Pfem03;27;female;nonparent;MIS;CAA;CAA_D1;17;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;CAA;CAA_D3;18;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D4;19;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D3;20;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;RAR;RAR_D4;21;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;MIS;MIS_D3;22;6.02;Portugal;familiar;unknown;0
Pfem03;27;female;nonparent;MIS;CAA;CAA_D3;23;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;CAA;CAA_D2;24;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D3;25;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;CAA;CAA_D4;26;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;CAA;CAA_D1;27;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;JOM;JOM_D4;28;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;JOM;JOM_D2;29;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;MIS;MIS_D1;30;6.02;Portugal;familiar;unknown;0
Pfem03;27;female;nonparent;MIS;JOM;JOM_D3;31;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;RAR;RAR_D2;32;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D2;33;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;MIS;MIS_D2;34;6.02;Portugal;familiar;familiar;1
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D1;35;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;RAR;RAR_D3;36;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;AMJ;AMJ_D4;37;6.02;Portugal;unknown;familiar;1
Pfem03;27;female;nonparent;MIS;MIS;MIS_D4;38;6.02;Portugal;familiar;familiar;1
Pfem03;27;female;nonparent;MIS;RAR;RAR_D1;39;6.02;Portugal;unknown;unknown;0
Pfem03;27;female;nonparent;MIS;JOM;JOM_D1;40;6.02;Portugal;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D1;1;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;FAE;FAE_D2;2;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D4;3;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;FAE;FAE_D4;4;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;ROM;ROM_D4;5;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;ROM;ROM_D2;6;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEL;BEL_D4;7;3.28;Cameroon;familiar;familiar;1
Pfem04;25;female;nonparent;BEL;BEV;BEV_D4;8;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;ROM;ROM_D1;9;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D2;10;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;ROM;ROM_D3;11;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEV;BEV_D3;12;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;FAE;FAE_D1;13;3.28;Cameroon;unknown;familiar;1
Pfem04;25;female;nonparent;BEL;BEV;BEV_D1;14;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEV;BEV_D2;15;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEL;BEL_D2;16;3.28;Cameroon;familiar;familiar;1
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D3;17;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEL;BEL_D1;18;3.28;Cameroon;familiar;unknown;0
Pfem04;25;female;nonparent;BEL;BEL;BEL_D3;19;3.28;Cameroon;familiar;familiar;1
Pfem04;25;female;nonparent;BEL;FAE;FAE_D3;20;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;FAE;FAE_D4;21;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEV;BEV_D2;22;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D4;23;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEL;BEL_D4;24;3.28;Cameroon;familiar;familiar;1
Pfem04;25;female;nonparent;BEL;ROM;ROM_D2;25;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;FAE;FAE_D1;26;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEL;BEL_D1;27;3.28;Cameroon;familiar;unknown;0
Pfem04;25;female;nonparent;BEL;ROM;ROM_D3;28;3.28;Cameroon;unknown;familiar;1
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D2;29;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEL;BEL_D3;30;3.28;Cameroon;familiar;unknown;0
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D3;31;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;ROM;ROM_D1;32;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;AMJ;AMJ_D1;33;3.28;Cameroon;unknown;familiar;1
Pfem04;25;female;nonparent;BEL;BEL;BEL_D2;34;3.28;Cameroon;familiar;familiar;1
Pfem04;25;female;nonparent;BEL;BEV;BEV_D4;35;3.28;Cameroon;unknown;familiar;1
Pfem04;25;female;nonparent;BEL;ROM;ROM_D4;36;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;BEV;BEV_D3;37;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;FAE;FAE_D3;38;3.28;Cameroon;unknown;unknown;0
Pfem04;25;female;nonparent;BEL;FAE;FAE_D2;39;3.28;Cameroon;unknown;familiar;1
Pfem04;25;female;nonparent;BEL;BEV;BEV_D1;40;3.28;Cameroon;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;MIS;MIS_D1;1;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;MIS;MIS_D2;2;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;BEL;BEL_D2;3;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;JOL;JOL_D3;4;4.97;Portugal;unknown;familiar;1
Pfem05;21;female;nonparent;CHM;BEL;BEL_D3;5;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;RAR;RAR_D2;6;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;RAR;RAR_D1;7;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;JOL;JOL_D1;8;4.97;Portugal;unknown;familiar;1
Pfem05;21;female;nonparent;CHM;MIS;MIS_D3;9;4.97;Portugal;unknown;familiar;1
Pfem05;21;female;nonparent;CHM;BEL;BEL_D4;10;4.97;Portugal;unknown;familiar;1
Pfem05;21;female;nonparent;CHM;BEL;BEL_D1;11;4.97;Portugal;unknown;familiar;1
Pfem05;21;female;nonparent;CHM;CHM;CHM_D3;12;4.97;Portugal;familiar;familiar;1
Pfem05;21;female;nonparent;CHM;RAR;RAR_D4;13;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;MIS;MIS_D4;14;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;JOL;JOL_D2;15;4.97;Portugal;unknown;familiar;1
Pfem05;21;female;nonparent;CHM;CHM;CHM_D4;16;4.97;Portugal;familiar;familiar;1
Pfem05;21;female;nonparent;CHM;RAR;RAR_D3;17;4.97;Portugal;unknown;unknown;0
Pfem05;21;female;nonparent;CHM;CHM;CHM_D2;18;4.97;Portugal;familiar;familiar;1
Pfem05;21;female;nonparent;CHM;JOL;JOL_D4;19;4.97;Portugal;unknown;familiar;1
Pfem05;21;female;nonparent;CHM;CHM;CHM_D1;20;4.97;Portugal;familiar;familiar;1
